Fecha;Territorio;Medida;Valor;
24/03/2020;Andalucia;Confirmados;3010;
24/03/2020;Andalucia;Hospitalizados;1433;
24/03/2020;Andalucia;Total UCI;;
24/03/2020;Andalucia;Fallecimientos;113;
24/03/2020;Andalucia;Curados;71;
24/03/2020;Andalucia;Nuevos casos;539;
24/03/2020;Almeria;Confirmados;115;
24/03/2020;Almeria;Hospitalizados;50;
24/03/2020;Almeria;Total UCI;;
24/03/2020;Almeria;Fallecimientos;5;
24/03/2020;Almeria;Curados;5;
24/03/2020;Almeria;Nuevos casos;24;
24/03/2020;Cadiz;Confirmados;278;
24/03/2020;Cadiz;Hospitalizados;84;
24/03/2020;Cadiz;Total UCI;;
24/03/2020;Cadiz;Fallecimientos;4;
24/03/2020;Cadiz;Curados;4;
24/03/2020;Cadiz;Nuevos casos;33;
24/03/2020;Cordoba;Confirmados;291;
24/03/2020;Cordoba;Hospitalizados;135;
24/03/2020;Cordoba;Total UCI;;
24/03/2020;Cordoba;Fallecimientos;6;
24/03/2020;Cordoba;Curados;0;
24/03/2020;Cordoba;Nuevos casos;57;
24/03/2020;Granada;Confirmados;579;
24/03/2020;Granada;Hospitalizados;263;
24/03/2020;Granada;Total UCI;;
24/03/2020;Granada;Fallecimientos;25;
24/03/2020;Granada;Curados;1;
24/03/2020;Granada;Nuevos casos;99;
24/03/2020;Huelva;Confirmados;77;
24/03/2020;Huelva;Hospitalizados;42;
24/03/2020;Huelva;Total UCI;;
24/03/2020;Huelva;Fallecimientos;1;
24/03/2020;Huelva;Curados;2;
24/03/2020;Huelva;Nuevos casos;7;
24/03/2020;Jaen;Confirmados;316;
24/03/2020;Jaen;Hospitalizados;167;
24/03/2020;Jaen;Total UCI;;
24/03/2020;Jaen;Fallecimientos;14;
24/03/2020;Jaen;Curados;5;
24/03/2020;Jaen;Nuevos casos;57;
24/03/2020;Malaga;Confirmados;819;
24/03/2020;Malaga;Hospitalizados;431;
24/03/2020;Malaga;Total UCI;;
24/03/2020;Malaga;Fallecimientos;40;
24/03/2020;Malaga;Curados;48;
24/03/2020;Malaga;Nuevos casos;154;
24/03/2020;Sevilla;Confirmados;535;
24/03/2020;Sevilla;Hospitalizados;261;
24/03/2020;Sevilla;Total UCI;;
24/03/2020;Sevilla;Fallecimientos;18;
24/03/2020;Sevilla;Curados;6;
24/03/2020;Sevilla;Nuevos casos;108;
23/03/2020;Spain;Confirmados;39673;
23/03/2020;Spain;Hospitalizados;23547;
23/03/2020;Spain;Total UCI;2697;
23/03/2020;Spain;Fallecimientos;2696;
23/03/2020;Spain;Curados;3794;
23/03/2020;Spain;Nuevos casos;6584;
23/03/2020;Andalucia;Confirmados;2471;
23/03/2020;Andalucia;Hospitalizados;1132;
23/03/2020;Andalucia;Total UCI;;
23/03/2020;Andalucia;Fallecimientos;87;
23/03/2020;Andalucia;Curados;66;
23/03/2020;Andalucia;Nuevos casos;510;
23/03/2020;Almeria;Confirmados;91;
23/03/2020;Almeria;Hospitalizados;39;
23/03/2020;Almeria;Total UCI;;
23/03/2020;Almeria;Fallecimientos;5;
23/03/2020;Almeria;Curados;3;
23/03/2020;Almeria;Nuevos casos;17;
23/03/2020;Cadiz;Confirmados;245;
23/03/2020;Cadiz;Hospitalizados;73;
23/03/2020;Cadiz;Total UCI;;
23/03/2020;Cadiz;Fallecimientos;3;
23/03/2020;Cadiz;Curados;4;
23/03/2020;Cadiz;Nuevos casos;67;
23/03/2020;Cordoba;Confirmados;234;
23/03/2020;Cordoba;Hospitalizados;100;
23/03/2020;Cordoba;Total UCI;;
23/03/2020;Cordoba;Fallecimientos;6;
23/03/2020;Cordoba;Curados;0;
23/03/2020;Cordoba;Nuevos casos;43;
23/03/2020;Granada;Confirmados;480;
23/03/2020;Granada;Hospitalizados;215;
23/03/2020;Granada;Total UCI;;
23/03/2020;Granada;Fallecimientos;21;
23/03/2020;Granada;Curados;1;
23/03/2020;Granada;Nuevos casos;106;
23/03/2020;Huelva;Confirmados;70;
23/03/2020;Huelva;Hospitalizados;38;
23/03/2020;Huelva;Total UCI;;
23/03/2020;Huelva;Fallecimientos;1;
23/03/2020;Huelva;Curados;2;
23/03/2020;Huelva;Nuevos casos;12;
23/03/2020;Jaen;Confirmados;259;
23/03/2020;Jaen;Hospitalizados;134;
23/03/2020;Jaen;Total UCI;;
23/03/2020;Jaen;Fallecimientos;12;
23/03/2020;Jaen;Curados;5;
23/03/2020;Jaen;Nuevos casos;44;
23/03/2020;Malaga;Confirmados;665;
23/03/2020;Malaga;Hospitalizados;333;
23/03/2020;Malaga;Total UCI;;
23/03/2020;Malaga;Fallecimientos;26;
23/03/2020;Malaga;Curados;46;
23/03/2020;Malaga;Nuevos casos;145;
23/03/2020;Sevilla;Confirmados;427;
23/03/2020;Sevilla;Hospitalizados;200;
23/03/2020;Sevilla;Total UCI;;
23/03/2020;Sevilla;Fallecimientos;13;
23/03/2020;Sevilla;Curados;5;
23/03/2020;Sevilla;Nuevos casos;76;
22/03/2020;Spain;Confirmados;33089;
22/03/2020;Spain;Hospitalizados;19100;
22/03/2020;Spain;Total UCI;2398;
22/03/2020;Spain;Fallecimientos;2182;
22/03/2020;Spain;Curados;3382;
22/03/2020;Spain;Nuevos casos;4517;
22/03/2020;Andalucia;Confirmados;1961;
22/03/2020;Andalucia;Hospitalizados;744;
22/03/2020;Andalucia;Total UCI;;
22/03/2020;Andalucia;Fallecimientos;58;
22/03/2020;Andalucia;Curados;50;
22/03/2020;Andalucia;Nuevos casos;236;
22/03/2020;Almeria;Confirmados;74;
22/03/2020;Almeria;Hospitalizados;23;
22/03/2020;Almeria;Total UCI;;
22/03/2020;Almeria;Fallecimientos;2;
22/03/2020;Almeria;Curados;2;
22/03/2020;Almeria;Nuevos casos;16;
22/03/2020;Cadiz;Confirmados;178;
22/03/2020;Cadiz;Hospitalizados;50;
22/03/2020;Cadiz;Total UCI;;
22/03/2020;Cadiz;Fallecimientos;3;
22/03/2020;Cadiz;Curados;4;
22/03/2020;Cadiz;Nuevos casos;44;
22/03/2020;Cordoba;Confirmados;191;
22/03/2020;Cordoba;Hospitalizados;50;
22/03/2020;Cordoba;Total UCI;;
22/03/2020;Cordoba;Fallecimientos;4;
22/03/2020;Cordoba;Curados;0;
22/03/2020;Cordoba;Nuevos casos;11;
22/03/2020;Granada;Confirmados;374;
22/03/2020;Granada;Hospitalizados;169;
22/03/2020;Granada;Total UCI;;
22/03/2020;Granada;Fallecimientos;17;
22/03/2020;Granada;Curados;0;
22/03/2020;Granada;Nuevos casos;39;
22/03/2020;Huelva;Confirmados;58;
22/03/2020;Huelva;Hospitalizados;29;
22/03/2020;Huelva;Total UCI;;
22/03/2020;Huelva;Fallecimientos;1;
22/03/2020;Huelva;Curados;0;
22/03/2020;Huelva;Nuevos casos;11;
22/03/2020;Jaen;Confirmados;215;
22/03/2020;Jaen;Hospitalizados;79;
22/03/2020;Jaen;Total UCI;;
22/03/2020;Jaen;Fallecimientos;5;
22/03/2020;Jaen;Curados;5;
22/03/2020;Jaen;Nuevos casos;44;
22/03/2020;Malaga;Confirmados;520;
22/03/2020;Malaga;Hospitalizados;192;
22/03/2020;Malaga;Total UCI;;
22/03/2020;Malaga;Fallecimientos;21;
22/03/2020;Malaga;Curados;34;
22/03/2020;Malaga;Nuevos casos;15;
22/03/2020;Sevilla;Confirmados;351;
22/03/2020;Sevilla;Hospitalizados;152;
22/03/2020;Sevilla;Total UCI;;
22/03/2020;Sevilla;Fallecimientos;5;
22/03/2020;Sevilla;Curados;5;
22/03/2020;Sevilla;Nuevos casos;56;
21/03/2020;Spain;Confirmados;28572;
21/03/2020;Spain;Hospitalizados;16189;
21/03/2020;Spain;Total UCI;1824;
21/03/2020;Spain;Fallecimientos;1720;
21/03/2020;Spain;Curados;2575;
21/03/2020;Spain;Nuevos casos;3646;
21/03/2020;Andalucia;Confirmados;1725;
21/03/2020;Andalucia;Hospitalizados;616;
21/03/2020;Andalucia;Total UCI;;
21/03/2020;Andalucia;Fallecimientos;47;
21/03/2020;Andalucia;Curados;;
21/03/2020;Andalucia;Nuevos casos;210;
21/03/2020;Almeria;Confirmados;58;
21/03/2020;Almeria;Hospitalizados;17;
21/03/2020;Almeria;Total UCI;;
21/03/2020;Almeria;Fallecimientos;1;
21/03/2020;Almeria;Curados;;
21/03/2020;Almeria;Nuevos casos;5;
21/03/2020;Cadiz;Confirmados;134;
21/03/2020;Cadiz;Hospitalizados;34;
21/03/2020;Cadiz;Total UCI;;
21/03/2020;Cadiz;Fallecimientos;2;
21/03/2020;Cadiz;Curados;;
21/03/2020;Cadiz;Nuevos casos;8;
21/03/2020;Cordoba;Confirmados;180;
21/03/2020;Cordoba;Hospitalizados;39;
21/03/2020;Cordoba;Total UCI;;
21/03/2020;Cordoba;Fallecimientos;3;
21/03/2020;Cordoba;Curados;;
21/03/2020;Cordoba;Nuevos casos;37;
21/03/2020;Granada;Confirmados;335;
21/03/2020;Granada;Hospitalizados;145;
21/03/2020;Granada;Total UCI;;
21/03/2020;Granada;Fallecimientos;13;
21/03/2020;Granada;Curados;;
21/03/2020;Granada;Nuevos casos;46;
21/03/2020;Huelva;Confirmados;47;
21/03/2020;Huelva;Hospitalizados;24;
21/03/2020;Huelva;Total UCI;;
21/03/2020;Huelva;Fallecimientos;0;
21/03/2020;Huelva;Curados;;
21/03/2020;Huelva;Nuevos casos;10;
21/03/2020;Jaen;Confirmados;171;
21/03/2020;Jaen;Hospitalizados;62;
21/03/2020;Jaen;Total UCI;;
21/03/2020;Jaen;Fallecimientos;3;
21/03/2020;Jaen;Curados;;
21/03/2020;Jaen;Nuevos casos;33;
21/03/2020;Malaga;Confirmados;505;
21/03/2020;Malaga;Hospitalizados;169;
21/03/2020;Malaga;Total UCI;;
21/03/2020;Malaga;Fallecimientos;21;
21/03/2020;Malaga;Curados;;
21/03/2020;Malaga;Nuevos casos;21;
21/03/2020;Sevilla;Confirmados;295;
21/03/2020;Sevilla;Hospitalizados;126;
21/03/2020;Sevilla;Total UCI;;
21/03/2020;Sevilla;Fallecimientos;4;
21/03/2020;Sevilla;Curados;;
21/03/2020;Sevilla;Nuevos casos;50;
20/03/2020;Spain;Confirmados;24926;
20/03/2020;Spain;Hospitalizados;13807;
20/03/2020;Spain;Total UCI;1657;
20/03/2020;Spain;Fallecimientos;1326;
20/03/2020;Spain;Curados;2089;
20/03/2020;Spain;Nuevos casos;4946;
20/03/2020;Andalucia;Confirmados;1515;
20/03/2020;Andalucia;Hospitalizados;503;
20/03/2020;Andalucia;Total UCI;;
20/03/2020;Andalucia;Fallecimientos;40;
20/03/2020;Andalucia;Curados;;
20/03/2020;Andalucia;Nuevos casos;228;
20/03/2020;Almeria;Confirmados;53;
20/03/2020;Almeria;Hospitalizados;13;
20/03/2020;Almeria;Total UCI;;
20/03/2020;Almeria;Fallecimientos;0;
20/03/2020;Almeria;Curados;;
20/03/2020;Almeria;Nuevos casos;7;
20/03/2020;Cadiz;Confirmados;126;
20/03/2020;Cadiz;Hospitalizados;27;
20/03/2020;Cadiz;Total UCI;;
20/03/2020;Cadiz;Fallecimientos;0;
20/03/2020;Cadiz;Curados;;
20/03/2020;Cadiz;Nuevos casos;23;
20/03/2020;Cordoba;Confirmados;143;
20/03/2020;Cordoba;Hospitalizados;34;
20/03/2020;Cordoba;Total UCI;;
20/03/2020;Cordoba;Fallecimientos;3;
20/03/2020;Cordoba;Curados;;
20/03/2020;Cordoba;Nuevos casos;18;
20/03/2020;Granada;Confirmados;289;
20/03/2020;Granada;Hospitalizados;100;
20/03/2020;Granada;Total UCI;;
20/03/2020;Granada;Fallecimientos;13;
20/03/2020;Granada;Curados;;
20/03/2020;Granada;Nuevos casos;45;
20/03/2020;Huelva;Confirmados;37;
20/03/2020;Huelva;Hospitalizados;16;
20/03/2020;Huelva;Total UCI;;
20/03/2020;Huelva;Fallecimientos;0;
20/03/2020;Huelva;Curados;;
20/03/2020;Huelva;Nuevos casos;1;
20/03/2020;Jaen;Confirmados;138;
20/03/2020;Jaen;Hospitalizados;63;
20/03/2020;Jaen;Total UCI;;
20/03/2020;Jaen;Fallecimientos;2;
20/03/2020;Jaen;Curados;;
20/03/2020;Jaen;Nuevos casos;19;
20/03/2020;Malaga;Confirmados;484;
20/03/2020;Malaga;Hospitalizados;161;
20/03/2020;Malaga;Total UCI;;
20/03/2020;Malaga;Fallecimientos;20;
20/03/2020;Malaga;Curados;;
20/03/2020;Malaga;Nuevos casos;60;
20/03/2020;Sevilla;Confirmados;245;
20/03/2020;Sevilla;Hospitalizados;89;
20/03/2020;Sevilla;Total UCI;;
20/03/2020;Sevilla;Fallecimientos;2;
20/03/2020;Sevilla;Curados;;
20/03/2020;Sevilla;Nuevos casos;55;
19/03/2020;Spain;Confirmados;19980;
19/03/2020;Spain;Hospitalizados;10923;
19/03/2020;Spain;Total UCI;1155;
19/03/2020;Spain;Fallecimientos;982;
19/03/2020;Spain;Curados;1545;
19/03/2020;Spain;Nuevos casos;2833;
19/03/2020;Andalucia;Confirmados;1287;
19/03/2020;Andalucia;Hospitalizados;367;
19/03/2020;Andalucia;Total UCI;;
19/03/2020;Andalucia;Fallecimientos;30;
19/03/2020;Andalucia;Curados;;
19/03/2020;Andalucia;Nuevos casos;279;
19/03/2020;Almeria;Confirmados;46;
19/03/2020;Almeria;Hospitalizados;9;
19/03/2020;Almeria;Total UCI;;
19/03/2020;Almeria;Fallecimientos;0;
19/03/2020;Almeria;Curados;;
19/03/2020;Almeria;Nuevos casos;9;
19/03/2020;Cadiz;Confirmados;103;
19/03/2020;Cadiz;Hospitalizados;19;
19/03/2020;Cadiz;Total UCI;;
19/03/2020;Cadiz;Fallecimientos;0;
19/03/2020;Cadiz;Curados;;
19/03/2020;Cadiz;Nuevos casos;19;
19/03/2020;Cordoba;Confirmados;125;
19/03/2020;Cordoba;Hospitalizados;25;
19/03/2020;Cordoba;Total UCI;;
19/03/2020;Cordoba;Fallecimientos;0;
19/03/2020;Cordoba;Curados;;
19/03/2020;Cordoba;Nuevos casos;24;
19/03/2020;Granada;Confirmados;244;
19/03/2020;Granada;Hospitalizados;87;
19/03/2020;Granada;Total UCI;;
19/03/2020;Granada;Fallecimientos;10;
19/03/2020;Granada;Curados;;
19/03/2020;Granada;Nuevos casos;68;
19/03/2020;Huelva;Confirmados;36;
19/03/2020;Huelva;Hospitalizados;13;
19/03/2020;Huelva;Total UCI;;
19/03/2020;Huelva;Fallecimientos;0;
19/03/2020;Huelva;Curados;;
19/03/2020;Huelva;Nuevos casos;13;
19/03/2020;Jaen;Confirmados;119;
19/03/2020;Jaen;Hospitalizados;41;
19/03/2020;Jaen;Total UCI;;
19/03/2020;Jaen;Fallecimientos;2;
19/03/2020;Jaen;Curados;;
19/03/2020;Jaen;Nuevos casos;31;
19/03/2020;Malaga;Confirmados;424;
19/03/2020;Malaga;Hospitalizados;109;
19/03/2020;Malaga;Total UCI;;
19/03/2020;Malaga;Fallecimientos;17;
19/03/2020;Malaga;Curados;;
19/03/2020;Malaga;Nuevos casos;63;
19/03/2020;Sevilla;Confirmados;190;
19/03/2020;Sevilla;Hospitalizados;64;
19/03/2020;Sevilla;Total UCI;;
19/03/2020;Sevilla;Fallecimientos;1;
19/03/2020;Sevilla;Curados;;
19/03/2020;Sevilla;Nuevos casos;52;
18/03/2020;Spain;Confirmados;17147;
18/03/2020;Spain;Hospitalizados;8073;
18/03/2020;Spain;Total UCI;972;
18/03/2020;Spain;Fallecimientos;767;
18/03/2020;Spain;Curados;1107;
18/03/2020;Spain;Nuevos casos;3431;
18/03/2020;Andalucia;Confirmados;1008;
18/03/2020;Andalucia;Hospitalizados;307;
18/03/2020;Andalucia;Total UCI;;
18/03/2020;Andalucia;Fallecimientos;23;
18/03/2020;Andalucia;Curados;;
18/03/2020;Andalucia;Nuevos casos;149;
18/03/2020;Almeria;Confirmados;37;
18/03/2020;Almeria;Hospitalizados;7;
18/03/2020;Almeria;Total UCI;;
18/03/2020;Almeria;Fallecimientos;0;
18/03/2020;Almeria;Curados;;
18/03/2020;Almeria;Nuevos casos;7;
18/03/2020;Cadiz;Confirmados;84;
18/03/2020;Cadiz;Hospitalizados;15;
18/03/2020;Cadiz;Total UCI;;
18/03/2020;Cadiz;Fallecimientos;0;
18/03/2020;Cadiz;Curados;;
18/03/2020;Cadiz;Nuevos casos;10;
18/03/2020;Cordoba;Confirmados;101;
18/03/2020;Cordoba;Hospitalizados;26;
18/03/2020;Cordoba;Total UCI;;
18/03/2020;Cordoba;Fallecimientos;0;
18/03/2020;Cordoba;Curados;;
18/03/2020;Cordoba;Nuevos casos;23;
18/03/2020;Granada;Confirmados;176;
18/03/2020;Granada;Hospitalizados;66;
18/03/2020;Granada;Total UCI;;
18/03/2020;Granada;Fallecimientos;7;
18/03/2020;Granada;Curados;;
18/03/2020;Granada;Nuevos casos;46;
18/03/2020;Huelva;Confirmados;23;
18/03/2020;Huelva;Hospitalizados;15;
18/03/2020;Huelva;Total UCI;;
18/03/2020;Huelva;Fallecimientos;0;
18/03/2020;Huelva;Curados;;
18/03/2020;Huelva;Nuevos casos;9;
18/03/2020;Jaen;Confirmados;88;
18/03/2020;Jaen;Hospitalizados;32;
18/03/2020;Jaen;Total UCI;;
18/03/2020;Jaen;Fallecimientos;2;
18/03/2020;Jaen;Curados;;
18/03/2020;Jaen;Nuevos casos;11;
18/03/2020;Malaga;Confirmados;361;
18/03/2020;Malaga;Hospitalizados;93;
18/03/2020;Malaga;Total UCI;;
18/03/2020;Malaga;Fallecimientos;13;
18/03/2020;Malaga;Curados;;
18/03/2020;Malaga;Nuevos casos;28;
18/03/2020;Sevilla;Confirmados;138;
18/03/2020;Sevilla;Hospitalizados;53;
18/03/2020;Sevilla;Total UCI;;
18/03/2020;Sevilla;Fallecimientos;1;
18/03/2020;Sevilla;Curados;;
18/03/2020;Sevilla;Nuevos casos;15;
17/03/2020;Spain;Confirmados;13716;
17/03/2020;Spain;Hospitalizados;6099;
17/03/2020;Spain;Total UCI;799;
17/03/2020;Spain;Fallecimientos;598;
17/03/2020;Spain;Curados;1081;
17/03/2020;Spain;Nuevos casos;2538;
17/03/2020;Andalucia;Confirmados;859;
17/03/2020;Andalucia;Hospitalizados;223;
17/03/2020;Andalucia;Total UCI;;
17/03/2020;Andalucia;Fallecimientos;19;
17/03/2020;Andalucia;Curados;;
17/03/2020;Andalucia;Nuevos casos;176;
17/03/2020;Almeria;Confirmados;30;
17/03/2020;Almeria;Hospitalizados;3;
17/03/2020;Almeria;Total UCI;;
17/03/2020;Almeria;Fallecimientos;0;
17/03/2020;Almeria;Curados;;
17/03/2020;Almeria;Nuevos casos;4;
17/03/2020;Cadiz;Confirmados;74;
17/03/2020;Cadiz;Hospitalizados;3;
17/03/2020;Cadiz;Total UCI;;
17/03/2020;Cadiz;Fallecimientos;0;
17/03/2020;Cadiz;Curados;;
17/03/2020;Cadiz;Nuevos casos;18;
17/03/2020;Cordoba;Confirmados;78;
17/03/2020;Cordoba;Hospitalizados;19;
17/03/2020;Cordoba;Total UCI;;
17/03/2020;Cordoba;Fallecimientos;0;
17/03/2020;Cordoba;Curados;;
17/03/2020;Cordoba;Nuevos casos;10;
17/03/2020;Granada;Confirmados;130;
17/03/2020;Granada;Hospitalizados;29;
17/03/2020;Granada;Total UCI;;
17/03/2020;Granada;Fallecimientos;6;
17/03/2020;Granada;Curados;;
17/03/2020;Granada;Nuevos casos;35;
17/03/2020;Huelva;Confirmados;14;
17/03/2020;Huelva;Hospitalizados;4;
17/03/2020;Huelva;Total UCI;;
17/03/2020;Huelva;Fallecimientos;0;
17/03/2020;Huelva;Curados;;
17/03/2020;Huelva;Nuevos casos;6;
17/03/2020;Jaen;Confirmados;77;
17/03/2020;Jaen;Hospitalizados;10;
17/03/2020;Jaen;Total UCI;;
17/03/2020;Jaen;Fallecimientos;2;
17/03/2020;Jaen;Curados;;
17/03/2020;Jaen;Nuevos casos;25;
17/03/2020;Malaga;Confirmados;333;
17/03/2020;Malaga;Hospitalizados;113;
17/03/2020;Malaga;Total UCI;;
17/03/2020;Malaga;Fallecimientos;10;
17/03/2020;Malaga;Curados;;
17/03/2020;Malaga;Nuevos casos;55;
17/03/2020;Sevilla;Confirmados;123;
17/03/2020;Sevilla;Hospitalizados;42;
17/03/2020;Sevilla;Total UCI;;
17/03/2020;Sevilla;Fallecimientos;1;
17/03/2020;Sevilla;Curados;;
17/03/2020;Sevilla;Nuevos casos;23;
16/03/2020;Spain;Confirmados;11178;
16/03/2020;Spain;Hospitalizados;5457;
16/03/2020;Spain;Total UCI;588;
16/03/2020;Spain;Fallecimientos;491;
16/03/2020;Spain;Curados;1028;
16/03/2020;Spain;Nuevos casos;2029;
16/03/2020;Andalucia;Confirmados;683;
16/03/2020;Andalucia;Hospitalizados;200;
16/03/2020;Andalucia;Total UCI;;
16/03/2020;Andalucia;Fallecimientos;11;
16/03/2020;Andalucia;Curados;;
16/03/2020;Andalucia;Nuevos casos;129;
16/03/2020;Almeria;Confirmados;26;
16/03/2020;Almeria;Hospitalizados;3;
16/03/2020;Almeria;Total UCI;;
16/03/2020;Almeria;Fallecimientos;0;
16/03/2020;Almeria;Curados;;
16/03/2020;Almeria;Nuevos casos;3;
16/03/2020;Cadiz;Confirmados;56;
16/03/2020;Cadiz;Hospitalizados;3;
16/03/2020;Cadiz;Total UCI;;
16/03/2020;Cadiz;Fallecimientos;0;
16/03/2020;Cadiz;Curados;;
16/03/2020;Cadiz;Nuevos casos;8;
16/03/2020;Cordoba;Confirmados;68;
16/03/2020;Cordoba;Hospitalizados;18;
16/03/2020;Cordoba;Total UCI;;
16/03/2020;Cordoba;Fallecimientos;0;
16/03/2020;Cordoba;Curados;;
16/03/2020;Cordoba;Nuevos casos;27;
16/03/2020;Granada;Confirmados;95;
16/03/2020;Granada;Hospitalizados;36;
16/03/2020;Granada;Total UCI;;
16/03/2020;Granada;Fallecimientos;2;
16/03/2020;Granada;Curados;;
16/03/2020;Granada;Nuevos casos;28;
16/03/2020;Huelva;Confirmados;8;
16/03/2020;Huelva;Hospitalizados;1;
16/03/2020;Huelva;Total UCI;;
16/03/2020;Huelva;Fallecimientos;0;
16/03/2020;Huelva;Curados;;
16/03/2020;Huelva;Nuevos casos;2;
16/03/2020;Jaen;Confirmados;52;
16/03/2020;Jaen;Hospitalizados;8;
16/03/2020;Jaen;Total UCI;;
16/03/2020;Jaen;Fallecimientos;2;
16/03/2020;Jaen;Curados;;
16/03/2020;Jaen;Nuevos casos;2;
16/03/2020;Malaga;Confirmados;278;
16/03/2020;Malaga;Hospitalizados;97;
16/03/2020;Malaga;Total UCI;;
16/03/2020;Malaga;Fallecimientos;6;
16/03/2020;Malaga;Curados;;
16/03/2020;Malaga;Nuevos casos;43;
16/03/2020;Sevilla;Confirmados;100;
16/03/2020;Sevilla;Hospitalizados;34;
16/03/2020;Sevilla;Total UCI;;
16/03/2020;Sevilla;Fallecimientos;1;
16/03/2020;Sevilla;Curados;;
16/03/2020;Sevilla;Nuevos casos;16;
15/03/2020;Spain;Confirmados;9149;
15/03/2020;Spain;Hospitalizados;3794;
15/03/2020;Spain;Total UCI;459;
15/03/2020;Spain;Fallecimientos;306;
15/03/2020;Spain;Curados;530;
15/03/2020;Spain;Nuevos casos;1451;
15/03/2020;Andalucia;Confirmados;554;
15/03/2020;Andalucia;Hospitalizados;160;
15/03/2020;Andalucia;Total UCI;;
15/03/2020;Andalucia;Fallecimientos;7;
15/03/2020;Andalucia;Curados;;
15/03/2020;Andalucia;Nuevos casos;117;
15/03/2020;Almeria;Confirmados;23;
15/03/2020;Almeria;Hospitalizados;1;
15/03/2020;Almeria;Total UCI;;
15/03/2020;Almeria;Fallecimientos;0;
15/03/2020;Almeria;Curados;;
15/03/2020;Almeria;Nuevos casos;9;
15/03/2020;Cadiz;Confirmados;48;
15/03/2020;Cadiz;Hospitalizados;3;
15/03/2020;Cadiz;Total UCI;;
15/03/2020;Cadiz;Fallecimientos;0;
15/03/2020;Cadiz;Curados;;
15/03/2020;Cadiz;Nuevos casos;14;
15/03/2020;Cordoba;Confirmados;41;
15/03/2020;Cordoba;Hospitalizados;7;
15/03/2020;Cordoba;Total UCI;;
15/03/2020;Cordoba;Fallecimientos;0;
15/03/2020;Cordoba;Curados;;
15/03/2020;Cordoba;Nuevos casos;4;
15/03/2020;Granada;Confirmados;67;
15/03/2020;Granada;Hospitalizados;28;
15/03/2020;Granada;Total UCI;;
15/03/2020;Granada;Fallecimientos;0;
15/03/2020;Granada;Curados;;
15/03/2020;Granada;Nuevos casos;10;
15/03/2020;Huelva;Confirmados;6;
15/03/2020;Huelva;Hospitalizados;5;
15/03/2020;Huelva;Total UCI;;
15/03/2020;Huelva;Fallecimientos;0;
15/03/2020;Huelva;Curados;;
15/03/2020;Huelva;Nuevos casos;0;
15/03/2020;Jaen;Confirmados;50;
15/03/2020;Jaen;Hospitalizados;10;
15/03/2020;Jaen;Total UCI;;
15/03/2020;Jaen;Fallecimientos;2;
15/03/2020;Jaen;Curados;;
15/03/2020;Jaen;Nuevos casos;3;
15/03/2020;Malaga;Confirmados;235;
15/03/2020;Malaga;Hospitalizados;85;
15/03/2020;Malaga;Total UCI;;
15/03/2020;Malaga;Fallecimientos;5;
15/03/2020;Malaga;Curados;;
15/03/2020;Malaga;Nuevos casos;55;
15/03/2020;Sevilla;Confirmados;84;
15/03/2020;Sevilla;Hospitalizados;21;
15/03/2020;Sevilla;Total UCI;;
15/03/2020;Sevilla;Fallecimientos;0;
15/03/2020;Sevilla;Curados;;
15/03/2020;Sevilla;Nuevos casos;22;
14/03/2020;Spain;Confirmados;7698;
14/03/2020;Spain;Hospitalizados;3404;
14/03/2020;Spain;Total UCI;416;
14/03/2020;Spain;Fallecimientos;285;
14/03/2020;Spain;Curados;517;
14/03/2020;Spain;Nuevos casos;1854;
14/03/2020;Andalucia;Confirmados;437;
14/03/2020;Andalucia;Hospitalizados;134;
14/03/2020;Andalucia;Total UCI;;
14/03/2020;Andalucia;Fallecimientos;6;
14/03/2020;Andalucia;Curados;;
14/03/2020;Andalucia;Nuevos casos;168;
14/03/2020;Almeria;Confirmados;14;
14/03/2020;Almeria;Hospitalizados;1;
14/03/2020;Almeria;Total UCI;;
14/03/2020;Almeria;Fallecimientos;0;
14/03/2020;Almeria;Curados;;
14/03/2020;Almeria;Nuevos casos;1;
14/03/2020;Cadiz;Confirmados;34;
14/03/2020;Cadiz;Hospitalizados;8;
14/03/2020;Cadiz;Total UCI;;
14/03/2020;Cadiz;Fallecimientos;0;
14/03/2020;Cadiz;Curados;;
14/03/2020;Cadiz;Nuevos casos;13;
14/03/2020;Cordoba;Confirmados;37;
14/03/2020;Cordoba;Hospitalizados;6;
14/03/2020;Cordoba;Total UCI;;
14/03/2020;Cordoba;Fallecimientos;0;
14/03/2020;Cordoba;Curados;;
14/03/2020;Cordoba;Nuevos casos;19;
14/03/2020;Granada;Confirmados;57;
14/03/2020;Granada;Hospitalizados;20;
14/03/2020;Granada;Total UCI;;
14/03/2020;Granada;Fallecimientos;0;
14/03/2020;Granada;Curados;;
14/03/2020;Granada;Nuevos casos;35;
14/03/2020;Huelva;Confirmados;6;
14/03/2020;Huelva;Hospitalizados;0;
14/03/2020;Huelva;Total UCI;;
14/03/2020;Huelva;Fallecimientos;0;
14/03/2020;Huelva;Curados;;
14/03/2020;Huelva;Nuevos casos;2;
14/03/2020;Jaen;Confirmados;47;
14/03/2020;Jaen;Hospitalizados;3;
14/03/2020;Jaen;Total UCI;;
14/03/2020;Jaen;Fallecimientos;2;
14/03/2020;Jaen;Curados;;
14/03/2020;Jaen;Nuevos casos;13;
14/03/2020;Malaga;Confirmados;180;
14/03/2020;Malaga;Hospitalizados;81;
